M,0,254.53012025449797,279.3700254943283,82.37216632966117,308.7622689042968,0.0
M,0,258.97608830783315,277.9476151679603,83.36879476748176,313.85764868427964,0.0
M,0,259.36053415104874,278.15265204931643,83.49906630804152,315.0209097307179,0.0
M,0,259.36053415104874,278.15265204931643,83.49906630804152,315.0209097307179,0.0
M,0,259.36053415104874,278.15265204931643,83.49906630804152,315.0209097307179,0.0
M,0,285.924678333981,287.9217468473534,33.78580881997917,324.7158841580084,0.0
M,0,285.924678333981,287.9217468473534,33.78580881997917,324.7158841580084,0.0
M,0,281.8602888499987,284.6499953258893,33.132519949818025,319.72219281138814,0.0
M,0,282.8364268902864,290.6272347511912,39.028963926089745,322.80837567325955,0.0
M,0,282.84544262117646,285.069554104947,34.497267259550675,330.03636593181295,0.0
M,0,284.2789220752488,285.7782312451261,34.45363011189885,327.62647476967504,0.0
M,0,285.924678333981,287.9217468473534,33.78580881997917,324.7158841580084,0.0
M,0,257.8114006621688,281.499244347286,82.209358165406,300.0141724001912,0.0
M,0,265.7834260038728,296.67341763622926,86.07526466784641,317.0518671578417,0.0
M,0,251.11482236557114,272.1473963054157,80.64604615506074,306.03024088988786,0.0
M,0,255.82754266313057,284.80954975449254,83.81321037189461,310.9917114752916,0.0
M,0,266.3327342606362,286.9956432326586,85.90983340431579,316.1551200699502,0.0
M,0,248.04092791594755,261.4980119096,80.54900048877205,317.0222298358374,0.0
M,0,139.99405575233567,139.99405575233567,139.99405575233567,279.98811150467134,0.0
M,0,139.99405575233567,139.99405575233567,139.99405575233567,279.98811150467134,0.0
M,0,140.5736067315667,140.5736067315667,140.5736067315667,281.1472134631334,0.0
M,0,144.97486149420524,144.97486149420524,144.97486149420524,289.9497229884105,0.0
M,0,144.97486149420524,144.97486149420524,144.97486149420524,289.9497229884105,0.0
M,0,286.7732972464266,287.01490433860806,29.756583193892066,324.7158841580084,0.0
M,0,287.85890290795135,289.9497229884105,24.486905795300743,329.47705948027203,-101.97663286754533
M,1,265.8519286333842,274.8753118163908,69.51734410002608,320.9793281939426,-451.1753238044345
M,1,264.2040841756615,274.14312092328186,78.37811798996854,313.6783480264439,-439.07994310867275
M,1,248.59609202157472,288.5324044730932,85.16702663206918,305.60364061289624,0.0
M,1,248.59609202157472,288.5324044730932,85.16702663206918,305.60364061289624,0.0
M,2,657.0110994928694,773.4177215189762,262.6328144905701,912.799999999985,0.0
